PERIOD,OwnerId,DealID,Opportunity stage,Closed won,Closed lost,Inbound Calls,Inbound Email,Outbound Email,Meetings Scheduled,Lead Response Time,Average Contract Value,Sales Cycle Length,Linkedin Messaging,Daily opportunity movements,Outbound leads created,Contacts per/in company,Sales by territory,Sales by industry,Sales by channel,Number of Demos
2021-01-21,2,105,Interaction,0,0,0,0,3,3,39,4949.71,0,3,2,0,9,3,0,2,0
2021-01-06,2,105,Pitching,0,0,2,4,2,1,31,1020.93,131,0,3,3,3,3,0,2,1
2021-01-11,2,105,Negotiation,0,0,0,4,4,4,44,1020.93,284,9,3,9,6,3,0,2,1
2021-04-11,2,105,Commitment,0,0,0,4,4,4,44,1020.93,287,9,3,9,6,3,0,2,1
2021-05-11,2,105,Closed,0,1,4,4,3,1,31,4435.04,288,0,1,2,8,3,0,2,2
2021-01-15,3,106,Negotiation,0,0,7,2,3,3,8,4080.66,0,8,1,5,5,1,0,0,2
2021-01-29,3,106,Interaction,0,0,9,3,3,4,33,4080.66,14,6,2,1,1,1,0,0,0
2021-01-08,3,106,Pitching,0,0,8,2,0,4,18,4080.66,198,7,1,8,1,1,0,0,1
2021-01-08,3,106,Commitment,0,0,8,2,0,4,18,4080.66,198,7,1,8,1,1,0,0,1
2021-02-08,3,106,Closed,0,1,0,2,3,0,47,4598.72,199,9,4,2,7,1,0,0,2
2021-01-21,2,107,Negotiation,0,0,7,4,4,3,12,500.41,0,8,3,4,4,2,3,2,0
2021-10-02,2,107,Interaction,0,0,7,1,1,3,4,1035.03,20,6,1,9,1,2,3,2,0
2021-01-06,2,107,Pitching,0,0,8,0,0,0,24,3705.38,131,5,3,0,7,2,3,2,0
2021-10-31,2,107,Commitment,0,0,8,0,0,0,24,3705.38,283,5,3,0,7,2,3,2,0
2021-01-11,2,107,Closed,0,1,4,1,3,4,36,3705.38,284,0,3,0,6,2,3,2,2
2021-01-13,3,108,Negotiation,0,0,7,1,4,3,6,1979.85,0,0,3,3,1,0,2,2,3
2021-01-21,3,108,Interaction,0,0,1,3,0,4,8,589.86,8,8,2,5,3,0,2,2,0
2021-01-04,3,108,Pitching,0,0,3,0,3,0,29,4244.87,78,5,3,3,6,0,2,2,1
2021-06-30,3,108,Commitment,0,0,3,0,3,0,29,4244.87,168,5,3,3,6,0,2,2,1
2021-01-07,3,108,Closed,0,1,9,0,4,0,4,4244.87,169,0,0,5,9,0,2,2,0
2021-01-21,1,109,Negotiation,0,0,2,1,2,4,29,3160.33,0,1,2,1,1,3,2,0,1
2021-11-03,1,109,Interaction,0,0,1,4,4,0,23,1882.44,49,6,4,5,2,3,2,0,2
2021-02-10,1,109,Pitching,0,0,6,2,1,0,44,3160.33,254,3,4,5,2,3,2,0,0
2021-10-31,1,109,Commitment,0,0,6,2,1,0,44,3160.33,283,3,4,5,2,3,2,0,0
2021-01-11,1,109,Closed,1,0,6,4,4,0,34,3160.33,284,8,2,9,8,3,2,0,1
2021-01-17,2,110,Negotiation,0,0,3,1,1,4,43,4415.71,0,9,3,4,6,2,0,0,0
2021-01-24,2,110,Interaction,0,0,1,3,2,3,46,4110.7,7,6,4,9,8,2,0,0,2
2021-01-05,2,110,Pitching,0,0,9,0,3,4,12,4421.49,104,4,0,5,4,2,0,0,0
2021-08-31,2,110,Commitment,0,0,9,0,3,4,12,4421.49,226,4,0,5,4,2,0,0,0
2021-01-09,2,110,Closed,0,1,1,2,2,0,46,4421.49,227,0,4,6,5,2,0,0,2
2021-01-03,2,111,Pitching,0,0,3,2,2,0,43,687.85,0,3,4,4,6,3,1,0,3
2021-01-05,2,111,Negotiation,0,0,7,4,1,0,37,687.85,61,5,3,4,9,3,1,0,0
2021-08-05,2,111,Interaction,0,0,7,4,1,0,33,4815.3,68,0,2,4,5,3,1,0,1
2021-08-31,2,111,Commitment,0,0,7,4,1,0,33,4815.3,183,0,2,4,5,3,1,0,1
2021-01-09,2,111,Closed,0,1,1,1,3,2,1,687.85,184,7,4,1,1,3,1,0,0
2021-01-03,5,112,Pitching,0,0,7,4,0,3,5,2459.38,0,2,0,4,9,3,0,2,1
2021-01-05,5,112,Negotiation,0,0,3,4,0,1,41,2459.38,61,0,1,1,2,3,0,2,3
2021-01-09,5,112,Interaction,0,0,2,2,2,4,9,2459.38,184,8,4,2,9,3,0,2,2
2021-11-10,5,112,Commitment,0,0,2,2,2,4,9,2459.38,224,8,4,2,9,3,0,2,2
2021-12-10,5,112,Closed,0,1,9,0,0,0,12,4743.22,225,7,3,0,5,3,0,2,0
2021-01-21,3,113,Negotiation,0,0,9,1,1,1,35,3593.42,0,3,1,9,5,2,3,0,0
2021-04-29,3,113,Interaction,0,0,0,3,0,3,21,2211.33,98,2,1,5,8,2,3,0,1
2021-02-10,3,113,Pitching,0,0,9,0,4,0,22,3593.42,254,6,1,4,8,2,3,0,1
2021-10-31,3,113,Commitment,0,0,9,0,4,0,22,3593.42,283,6,1,4,8,2,3,0,1
2021-01-11,3,113,Closed,0,1,8,2,4,3,30,3593.42,284,3,2,5,8,2,3,0,1
2021-01-15,1,114,Negotiation,0,0,7,3,2,1,23,4429.74,0,9,1,5,3,3,0,2,3
2021-01-29,1,114,Pitching,0,0,7,2,3,4,13,4429.74,14,5,2,5,3,3,0,2,1
2021-06-14,1,114,Interaction,0,0,2,2,3,1,40,3947.49,150,7,1,0,9,3,0,2,3
2021-07-31,1,114,Commitment,0,0,2,2,3,1,40,3947.49,197,7,1,0,9,3,0,2,3
2021-01-08,1,114,Closed,1,0,9,1,0,1,18,4429.74,198,1,1,3,3,3,0,2,3
2021-09-01,5,115,Interaction,0,0,8,0,1,4,23,4079.88,0,8,0,0,3,3,0,2,1
2021-01-13,5,115,Negotiation,0,0,7,1,3,1,42,2597.0,4,1,2,1,9,3,0,2,3
2021-01-25,5,115,Pitching,0,0,3,0,0,0,42,2597.0,16,2,0,1,1,3,0,2,2
2021-06-30,5,115,Commitment,0,0,3,0,0,0,42,2597.0,172,2,0,1,1,3,0,2,2
2021-01-07,5,115,Closed,0,1,9,3,1,4,44,2597.0,173,9,0,2,1,3,0,2,2
2021-01-13,2,116,Interaction,0,0,9,4,4,2,38,709.55,0,5,4,5,8,0,0,1,1
2021-01-04,2,116,Pitching,0,0,4,4,1,0,37,2016.98,78,9,2,3,4,0,0,1,1
2021-01-07,2,116,Negotiation,0,0,2,4,3,1,21,2016.98,169,5,0,1,4,0,0,1,1
2021-11-16,2,116,Commitment,0,0,2,4,3,1,21,2016.98,307,5,0,1,4,0,0,1,1
2021-11-17,2,116,Closed,0,1,4,0,0,1,25,3190.72,308,5,2,7,5,0,0,1,3
2021-01-13,5,117,Negotiation,0,0,0,4,4,3,44,3725.64,0,6,0,8,1,1,2,0,3
2021-01-25,5,117,Interaction,0,0,6,4,0,4,8,3725.64,12,8,4,1,1,1,2,0,0
2021-01-07,5,117,Pitching,0,0,6,1,0,0,47,3725.64,169,0,1,4,5,1,2,0,1
2021-08-16,5,117,Commitment,0,0,6,1,0,0,47,3725.64,215,0,1,4,5,1,2,0,1
2021-08-17,5,117,Closed,1,0,2,3,2,3,16,3881.6,216,5,3,6,6,1,2,0,0
2021-01-21,3,118,Interaction,0,0,4,1,1,0,37,2510.93,0,6,4,3,7,0,3,2,0
2021-01-06,3,118,Pitching,0,0,4,2,4,1,11,4849.04,131,6,3,1,6,0,3,2,3
2021-01-11,3,118,Negotiation,0,0,5,3,2,4,7,4849.04,284,7,4,0,7,0,3,2,2
2021-11-21,3,118,Commitment,0,0,5,3,2,4,7,4849.04,304,7,4,0,7,0,3,2,2
2021-11-22,3,118,Closed,0,1,6,0,2,2,22,3284.62,305,4,2,2,2,0,3,2,0
2021-01-23,3,119,Negotiation,0,0,3,1,3,2,38,1168.39,0,1,0,5,7,3,1,0,1
2021-02-14,3,119,Pitching,0,0,6,4,0,0,29,1168.39,22,4,3,1,9,3,1,0,0
2021-04-22,3,119,Interaction,0,0,4,0,4,2,11,3706.17,89,4,0,2,3,3,1,0,2
2021-11-30,3,119,Commitment,0,0,4,0,4,2,11,3706.17,311,4,0,2,3,3,1,0,2
2021-01-12,3,119,Closed,0,1,8,2,4,3,46,1168.39,312,5,0,7,2,3,1,0,0
2021-01-13,5,120,Negotiation,0,0,7,2,4,4,23,4562.5,0,5,2,0,1,2,3,2,0
2021-01-20,5,120,Interaction,0,0,7,2,1,1,7,4612.7,7,8,0,4,5,2,3,2,0
2021-01-04,5,120,Pitching,0,0,7,0,1,4,23,2667.26,78,4,0,9,1,2,3,2,3
2021-06-30,5,120,Commitment,0,0,7,0,1,4,23,2667.26,168,4,0,9,1,2,3,2,3
2021-01-07,5,120,Closed,1,0,7,4,2,4,30,2667.26,169,4,3,5,6,2,3,2,2
2021-01-17,2,121,Negotiation,0,0,9,0,4,3,20,3621.05,0,9,0,3,7,2,1,2,3
2021-01-23,2,121,Interaction,0,0,7,3,4,1,35,4115.82,6,0,0,5,4,2,1,2,0
2021-01-05,2,121,Pitching,0,0,7,2,0,4,25,4724.1,104,7,4,8,4,2,1,2,3
2021-08-31,2,121,Commitment,0,0,7,2,0,4,25,4724.1,226,7,4,8,4,2,1,2,3
2021-01-09,2,121,Closed,0,1,1,1,0,3,11,4724.1,227,8,0,4,1,2,1,2,3
2021-01-13,2,122,Negotiation,0,0,9,2,2,2,40,2311.72,0,9,2,4,9,3,3,0,0
2021-01-04,2,122,Pitching,0,0,4,4,2,1,11,2714.56,78,2,4,6,5,3,3,0,2
2021-02-05,2,122,Interaction,0,0,0,2,4,1,43,4295.56,109,7,3,6,7,3,3,0,3
2021-06-30,2,122,Commitment,0,0,0,2,4,1,43,4295.56,168,7,3,6,7,3,3,0,3
2021-01-07,2,122,Closed,0,1,3,1,0,2,45,2714.56,169,6,0,2,2,3,3,0,1
2021-01-17,4,123,Interaction,0,0,0,1,3,3,44,1556.19,0,4,0,8,1,2,0,1,3
2021-01-05,4,123,Pitching,0,0,2,4,1,2,23,2943.81,104,8,0,3,8,2,0,1,3
2021-01-09,4,123,Negotiation,0,0,1,1,3,4,39,2943.81,227,7,4,5,1,2,0,1,0
2021-11-11,4,123,Commitment,0,0,1,1,3,4,39,2943.81,298,7,4,5,1,2,0,1,0
2021-12-11,4,123,Closed,0,1,2,4,1,0,11,1205.54,299,9,3,0,8,2,0,1,3
2021-01-19,5,124,Negotiation,0,0,9,0,0,2,3,2936.87,0,5,0,0,3,1,1,2,1
2021-02-06,5,124,Interaction,0,0,4,3,0,3,12,2936.87,134,5,1,5,1,1,1,2,2
2021-01-10,5,124,Pitching,0,0,9,1,2,0,3,2936.87,255,1,3,1,4,1,1,2,1
2021-02-11,5,124,Commitment,0,0,9,1,2,0,3,2936.87,287,1,3,1,4,1,1,2,1
2021-03-11,5,124,Closed,0,1,5,2,0,4,33,2949.26,288,1,3,1,2,1,1,2,2
2021-01-19,5,125,Negotiation,0,0,7,3,3,4,42,600.54,0,9,4,6,7,3,3,1,3
2021-02-06,5,125,Pitching,0,0,9,3,4,3,7,600.54,134,8,3,6,6,3,3,1,0
2021-08-07,5,125,Interaction,0,0,9,1,2,1,18,2696.66,170,7,0,0,8,3,3,1,3
2021-09-30,5,125,Commitment,0,0,9,1,2,1,18,2696.66,254,7,0,0,8,3,3,1,3
2021-01-10,5,125,Closed,1,0,6,0,4,3,27,600.54,255,2,4,0,9,3,3,1,2
2021-01-18,1,126,Interaction,0,0,1,1,3,4,16,4914.79,0,2,2,9,9,1,0,1,1
2021-01-21,1,126,Negotiation,0,0,5,4,2,3,46,1954.16,3,7,0,4,6,1,0,1,1
2021-02-10,1,126,Pitching,0,0,2,1,1,2,25,1954.16,257,4,0,5,6,1,0,1,3
2021-10-31,1,126,Commitment,0,0,2,1,1,2,25,1954.16,286,4,0,5,6,1,0,1,3
2021-01-11,1,126,Closed,0,1,4,1,3,1,37,1954.16,287,2,1,3,8,1,0,1,0
2021-01-03,2,127,Pitching,0,0,4,2,4,1,42,1139.5,0,5,0,9,9,2,2,1,0
2021-01-05,2,127,Negotiation,0,0,6,3,2,3,13,1139.5,61,4,3,4,3,2,2,1,3
2021-01-09,2,127,Interaction,0,0,8,1,0,2,1,1139.5,184,4,4,2,7,2,2,1,2
2021-05-11,2,127,Commitment,0,0,8,1,0,2,1,1139.5,249,4,4,2,7,2,2,1,2
2021-06-11,2,127,Closed,1,0,8,1,2,3,44,3585.53,250,3,4,4,8,2,2,1,2
2021-01-17,1,128,Negotiation,0,0,5,4,4,2,11,4789.66,0,1,3,1,9,0,2,2,2
2021-01-18,1,128,Interaction,0,0,9,2,3,1,40,3332.47,1,0,1,8,6,0,2,2,3
2021-02-02,1,128,Pitching,0,0,1,2,4,0,27,4789.66,16,7,4,9,8,0,2,2,0
2021-08-31,1,128,Commitment,0,0,1,2,4,0,27,4789.66,226,7,4,9,8,0,2,2,0
2021-01-09,1,128,Closed,0,1,9,1,1,4,20,4789.66,227,2,4,6,8,0,2,2,0
2021-01-17,1,129,Negotiation,0,0,4,3,2,3,14,4874.16,0,4,0,8,8,3,3,0,0
2021-02-02,1,129,Interaction,0,0,0,3,1,1,45,4874.16,16,2,2,7,7,3,3,0,2
2021-01-09,1,129,Pitching,0,0,1,0,0,1,38,4874.16,227,3,0,2,4,3,3,0,0
2021-01-09,1,129,Commitment,0,0,1,0,0,1,38,4874.16,227,3,0,2,4,3,3,0,0
2021-02-09,1,129,Closed,0,1,5,2,1,2,28,3182.81,228,5,3,8,2,3,3,0,1
2021-01-19,5,130,Negotiation,0,0,4,1,2,4,30,2351.83,0,7,1,6,3,0,1,1,1
2021-05-29,5,130,Interaction,0,0,0,1,4,1,4,1777.26,130,5,0,4,2,0,1,1,0
2021-02-06,5,130,Pitching,0,0,7,4,3,3,25,2351.83,134,1,3,0,3,0,1,1,1
2021-09-30,5,130,Commitment,0,0,7,4,3,3,25,2351.83,254,1,3,0,3,0,1,1,1
2021-01-10,5,130,Closed,0,1,4,0,0,2,16,2351.83,255,6,0,5,4,0,1,1,1
2021-01-13,1,131,Negotiation,0,0,7,0,2,0,23,4660.5,0,1,3,9,6,0,2,1,1
2021-01-25,1,131,Interaction,0,0,7,3,0,2,6,4660.5,12,6,0,3,5,0,2,1,1
2021-01-07,1,131,Pitching,0,0,5,4,2,3,19,4660.5,169,4,0,7,1,0,2,1,2
2021-07-30,1,131,Commitment,0,0,5,4,2,3,19,4660.5,198,4,0,7,1,0,2,1,2
2021-07-31,1,131,Closed,0,1,3,0,0,1,45,2181.9,199,8,3,0,5,0,2,1,1
2021-01-02,3,132,Pitching,0,0,6,0,4,3,22,4943.68,0,7,0,2,1,0,0,2,2
2021-01-03,3,132,Negotiation,0,0,9,2,4,4,5,4943.68,28,2,0,8,5,0,0,2,0
2021-01-05,3,132,Interaction,0,0,2,4,2,0,41,4943.68,89,9,1,8,9,0,0,2,3
2021-11-26,3,132,Commitment,0,0,2,4,2,0,41,4943.68,298,9,1,8,9,0,0,2,3
2021-11-27,3,132,Closed,0,1,3,4,2,0,24,1255.46,299,7,4,7,8,0,0,2,0
2021-01-17,4,133,Negotiation,0,0,7,4,1,2,11,3375.29,0,0,0,9,1,1,3,1,0
2021-01-05,4,133,Pitching,0,0,5,1,3,2,46,3085.55,104,1,0,7,3,1,3,1,3
2021-07-23,4,133,Interaction,0,0,4,4,0,1,16,4496.93,187,9,4,1,8,1,3,1,1
2021-08-31,4,133,Commitment,0,0,4,4,0,1,16,4496.93,226,9,4,1,8,1,3,1,1
2021-01-09,4,133,Closed,0,1,2,1,0,1,35,3085.55,227,9,4,9,4,1,3,1,2
2021-01-17,4,134,Negotiation,0,0,3,4,0,4,25,2646.24,0,0,2,3,7,0,3,1,3
2021-02-02,4,134,Pitching,0,0,9,2,0,0,16,2646.24,16,6,3,9,6,0,3,1,3
2021-04-04,4,134,Interaction,0,0,7,2,0,1,1,4616.54,77,0,4,2,9,0,3,1,0
2021-08-31,4,134,Commitment,0,0,7,2,0,1,1,4616.54,226,0,4,2,9,0,3,1,0
2021-01-09,4,134,Closed,0,1,8,4,4,1,41,2646.24,227,0,2,2,8,0,3,1,0
2021-01-21,2,135,Negotiation,0,0,9,1,4,3,16,3157.29,0,9,1,7,8,2,3,2,3
2021-09-13,2,135,Interaction,0,0,6,2,3,2,12,1700.27,235,7,4,2,7,2,3,2,1
2021-02-10,2,135,Pitching,0,0,5,3,4,1,18,3157.29,254,0,3,9,7,2,3,2,2
2021-10-31,2,135,Commitment,0,0,5,3,4,1,18,3157.29,283,0,3,9,7,2,3,2,2
2021-01-11,2,135,Closed,0,1,5,2,2,0,7,3157.29,284,3,0,3,6,2,3,2,1
2021-07-01,2,136,Interaction,0,0,4,0,0,4,33,2252.26,0,8,0,8,8,1,0,2,3
2021-01-02,2,136,Pitching,0,0,5,0,1,1,31,3707.14,25,1,4,1,3,1,0,2,3
2021-01-03,2,136,Negotiation,0,0,9,1,0,3,2,3707.14,53,9,2,0,2,1,0,2,1
2021-04-30,2,136,Commitment,0,0,9,1,0,3,2,3707.14,113,9,2,0,2,1,0,2,1
2021-01-05,2,136,Closed,0,1,0,4,4,0,15,3707.14,114,1,3,9,2,1,0,2,0
2021-04-01,4,137,Interaction,0,0,8,0,3,3,24,4083.13,0,0,2,6,3,3,3,2,0
2021-01-21,4,137,Negotiation,0,0,4,1,1,1,25,2619.18,17,9,1,1,4,3,3,2,2
2021-01-06,4,137,Pitching,0,0,4,4,3,1,38,4083.89,148,7,4,2,9,3,3,2,0
2021-10-31,4,137,Commitment,0,0,4,4,3,1,38,4083.89,300,7,4,2,9,3,3,2,0
2021-01-11,4,137,Closed,0,1,5,3,2,2,13,4083.89,301,2,2,3,9,3,3,2,0
2021-01-23,1,138,Negotiation,0,0,9,1,1,3,45,4746.81,0,5,2,3,5,1,2,0,2
2021-02-14,1,138,Pitching,0,0,4,1,1,1,19,4746.81,22,3,0,9,1,1,2,0,1
2021-03-10,1,138,Interaction,0,0,5,3,2,0,47,3501.78,253,6,3,5,2,1,2,0,3
2021-11-30,1,138,Commitment,0,0,5,3,2,0,47,3501.78,311,6,3,5,2,1,2,0,3
2021-01-12,1,138,Closed,0,1,4,3,0,1,28,4746.81,312,8,1,3,8,1,2,0,3
2021-01-13,5,139,Negotiation,0,0,9,2,4,0,17,2873.95,0,4,4,6,5,1,1,0,3
2021-01-25,5,139,Pitching,0,0,3,2,4,4,38,2873.95,12,5,1,0,7,1,1,0,0
2021-03-04,5,139,Interaction,0,0,8,1,4,0,6,2395.58,80,4,2,9,7,1,1,0,2
2021-06-30,5,139,Commitment,0,0,8,1,4,0,6,2395.58,168,4,2,9,7,1,1,0,2
2021-01-07,5,139,Closed,0,1,9,1,3,2,3,2873.95,169,3,4,7,2,1,1,0,3
2021-01-23,2,140,Negotiation,0,0,0,1,0,3,38,3079.25,0,4,0,4,5,2,2,2,2
2021-02-14,2,140,Pitching,0,0,0,0,2,2,32,3079.25,22,4,3,8,1,2,2,2,0
2021-07-27,2,140,Interaction,0,0,6,0,0,4,34,2076.39,185,7,0,7,3,2,2,2,2
2021-11-30,2,140,Commitment,0,0,6,0,0,4,34,2076.39,311,7,0,7,3,2,2,2,2
2021-01-12,2,140,Closed,1,0,9,2,2,3,42,3079.25,312,3,2,6,7,2,2,2,2
2021-01-13,2,141,Negotiation,0,0,4,3,1,0,5,2433.11,0,5,0,6,9,3,1,1,0
2021-01-25,2,141,Pitching,0,0,1,4,4,3,20,2433.11,12,7,1,9,4,3,1,1,1
2021-06-25,2,141,Interaction,0,0,2,0,2,4,32,2868.05,163,9,2,3,7,3,1,1,1
2021-06-30,2,141,Commitment,0,0,2,0,2,4,32,2868.05,168,9,2,3,7,3,1,1,1
2021-01-07,2,141,Closed,1,0,4,3,0,2,30,2433.11,169,7,2,0,5,3,1,1,2
2021-01-17,3,142,Negotiation,0,0,1,3,3,0,13,1933.15,0,9,3,0,3,1,3,1,0
2021-03-27,3,142,Interaction,0,0,8,3,0,4,5,4003.78,69,1,1,5,8,1,3,1,1
2021-01-05,3,142,Pitching,0,0,7,2,1,1,30,3641.51,104,4,1,1,1,1,3,1,1
2021-08-31,3,142,Commitment,0,0,7,2,1,1,30,3641.51,226,4,1,1,1,1,3,1,1
2021-01-09,3,142,Closed,0,1,9,1,3,3,18,3641.51,227,0,3,1,4,1,3,1,1
2021-01-17,5,143,Negotiation,0,0,7,2,3,4,46,947.67,0,8,1,5,8,3,2,0,3
2021-04-18,5,143,Interaction,0,0,1,3,0,4,4,4659.7,91,6,4,8,1,3,2,0,3
2021-01-05,5,143,Pitching,0,0,4,4,3,0,27,1522.25,104,2,4,5,6,3,2,0,2
2021-08-31,5,143,Commitment,0,0,4,4,3,0,27,1522.25,226,2,4,5,6,3,2,0,2
2021-01-09,5,143,Closed,0,1,8,1,1,0,15,1522.25,227,0,0,1,2,3,2,0,0
2021-01-17,2,144,Negotiation,0,0,0,2,4,2,25,2378.77,0,3,1,4,7,2,2,0,1
2021-01-31,2,144,Interaction,0,0,8,3,1,4,36,4349.73,14,2,2,2,2,2,2,0,1
2021-02-02,2,144,Pitching,0,0,4,1,3,4,11,2378.77,16,1,0,4,8,2,2,0,3
2021-08-31,2,144,Commitment,0,0,4,1,3,4,11,2378.77,226,1,0,4,8,2,2,0,3
2021-01-09,2,144,Closed,0,1,0,4,4,1,2,2378.77,227,8,3,3,3,2,2,0,0
2021-01-17,2,145,Negotiation,0,0,8,0,1,1,12,3032.17,0,7,1,4,4,2,0,2,2
2021-02-02,2,145,Interaction,0,0,0,4,2,4,28,3032.17,16,8,1,3,3,2,0,2,1
2021-01-09,2,145,Pitching,0,0,8,3,3,4,6,3032.17,227,7,2,0,4,2,0,2,2
2021-06-12,2,145,Commitment,0,0,8,3,3,4,6,3032.17,323,7,2,0,4,2,0,2,2
2021-07-12,2,145,Closed,0,1,6,0,4,1,16,977.51,324,9,2,9,6,2,0,2,1
2021-01-02,3,146,Pitching,0,0,4,0,2,1,46,2339.37,0,9,1,7,8,3,0,2,2
2021-01-03,3,146,Negotiation,0,0,3,0,1,0,42,2339.37,28,8,1,5,9,3,0,2,1
2021-03-26,3,146,Interaction,0,0,8,2,0,1,19,3012.39,53,4,3,9,2,3,0,2,1
2021-04-30,3,146,Commitment,0,0,8,2,0,1,19,3012.39,88,4,3,9,2,3,0,2,1
2021-01-05,3,146,Closed,0,1,9,0,2,1,13,2339.37,89,4,0,9,5,3,0,2,2
2021-01-13,4,147,Interaction,0,0,6,2,2,1,10,2651.1,0,6,1,4,5,3,1,1,1
2021-01-04,4,147,Pitching,0,0,8,3,3,0,44,4067.69,78,3,0,4,5,3,1,1,2
2021-01-07,4,147,Negotiation,0,0,0,2,4,2,37,4067.69,169,7,3,7,9,3,1,1,3
2021-02-07,4,147,Commitment,0,0,0,2,4,2,37,4067.69,170,7,3,7,9,3,1,1,3
2021-03-07,4,147,Closed,0,1,3,3,2,0,5,2107.01,171,6,2,3,9,3,1,1,3
2021-01-21,3,148,Negotiation,0,0,9,3,0,3,11,2100.95,0,9,0,5,5,2,1,1,0
2021-01-06,3,148,Pitching,0,0,1,2,2,3,32,3856.95,131,6,0,4,6,2,1,1,3
2021-07-17,3,148,Interaction,0,0,2,2,4,4,28,1852.77,177,1,1,3,8,2,1,1,2
2021-10-31,3,148,Commitment,0,0,2,2,4,4,28,1852.77,283,1,1,3,8,2,1,1,2
2021-01-11,3,148,Closed,1,0,5,0,2,3,4,3856.95,284,1,4,7,1,2,1,1,2
2021-01-17,1,149,Negotiation,0,0,2,4,3,3,13,2518.58,0,7,1,4,8,0,2,0,3
2021-02-02,1,149,Pitching,0,0,9,3,2,2,14,2518.58,16,0,1,3,8,0,2,0,2
2021-07-22,1,149,Interaction,0,0,7,3,4,4,31,2408.39,186,9,1,0,3,0,2,0,2
2021-08-31,1,149,Commitment,0,0,7,3,4,4,31,2408.39,226,9,1,0,3,0,2,0,2
2021-01-09,1,149,Closed,1,0,7,0,2,0,8,2518.58,227,6,3,5,5,0,2,0,0
2021-01-19,2,150,Negotiation,0,0,3,3,2,1,20,4908.03,0,5,4,8,9,3,3,1,0
2021-05-25,2,150,Interaction,0,0,2,4,3,4,45,4463.18,126,7,3,0,7,3,3,1,1
2021-02-06,2,150,Pitching,0,0,1,0,1,4,22,4908.03,134,8,2,4,5,3,3,1,2
2021-09-30,2,150,Commitment,0,0,1,0,1,4,22,4908.03,254,8,2,4,5,3,3,1,2
2021-01-10,2,150,Closed,0,1,7,1,2,1,13,4908.03,255,5,0,3,7,3,3,1,0
2021-01-19,1,151,Negotiation,0,0,2,0,3,1,38,2653.65,0,7,1,6,1,1,3,0,2
2021-05-31,1,151,Interaction,0,0,1,1,1,4,29,1827.22,132,0,4,9,8,1,3,0,0
2021-02-06,1,151,Pitching,0,0,2,2,3,4,18,2653.65,134,5,1,4,9,1,3,0,1
2021-09-30,1,151,Commitment,0,0,2,2,3,4,18,2653.65,254,5,1,4,9,1,3,0,1
2021-01-10,1,151,Closed,0,1,7,0,0,3,25,2653.65,255,7,1,8,3,1,3,0,3
2021-01-03,4,152,Pitching,0,0,7,4,3,2,3,2483.9,0,4,2,8,7,3,0,2,2
2021-01-05,4,152,Negotiation,0,0,4,4,0,0,45,2483.9,61,5,0,1,5,3,0,2,1
2021-05-19,4,152,Interaction,0,0,0,1,1,2,29,1842.74,79,8,0,6,3,3,0,2,2
2021-08-31,4,152,Commitment,0,0,0,1,1,2,29,1842.74,183,8,0,6,3,3,0,2,2
2021-01-09,4,152,Closed,0,1,9,1,3,0,38,2483.9,184,0,2,6,1,3,0,2,2
2021-01-13,4,153,Negotiation,0,0,1,1,4,3,20,3222.7,0,8,1,3,8,2,2,1,1
2021-01-25,4,153,Pitching,0,0,0,3,0,1,17,3222.7,12,1,1,8,9,2,2,1,1
2021-11-05,4,153,Interaction,0,0,7,4,4,0,18,1940.29,118,2,2,9,7,2,2,1,3
2021-06-30,4,153,Commitment,0,0,7,4,4,0,18,1940.29,168,2,2,9,7,2,2,1,3
2021-01-07,4,153,Closed,0,1,1,2,1,0,31,3222.7,169,2,0,2,2,2,2,1,3
2021-01-23,4,154,Negotiation,0,0,1,0,1,1,40,4326.32,0,9,4,3,6,0,3,0,3
2021-02-14,4,154,Pitching,0,0,8,2,2,3,44,4326.32,22,6,3,9,9,0,3,0,0
2021-10-05,4,154,Interaction,0,0,6,4,3,2,31,2965.87,107,9,0,4,3,0,3,0,2
2021-11-30,4,154,Commitment,0,0,6,4,3,2,31,2965.87,311,9,0,4,3,0,3,0,2
2021-01-12,4,154,Closed,0,1,0,4,2,3,38,4326.32,312,8,1,9,1,0,3,0,1
2021-01-21,5,155,Negotiation,0,0,7,3,4,1,7,840.15,0,9,3,8,6,2,2,0,2
2021-02-10,5,155,Interaction,0,0,2,0,3,4,33,840.15,254,1,1,7,6,2,2,0,2
2021-01-11,5,155,Pitching,0,0,6,2,2,1,27,840.15,284,2,0,9,1,2,2,0,1
2021-12-18,5,155,Commitment,0,0,6,2,2,1,27,840.15,331,2,0,9,1,2,2,0,1
2021-12-19,5,155,Closed,0,1,5,0,3,0,10,2036.94,332,9,4,3,1,2,2,0,2
2021-01-17,3,156,Negotiation,0,0,5,1,4,0,30,673.94,0,3,4,4,7,3,2,2,0
2021-04-25,3,156,Interaction,0,0,6,0,1,1,25,4154.08,98,6,2,6,8,3,2,2,3
2021-01-05,3,156,Pitching,0,0,0,2,2,0,12,1688.28,104,8,3,7,9,3,2,2,3
2021-08-31,3,156,Commitment,0,0,0,2,2,0,12,1688.28,226,8,3,7,9,3,2,2,3
2021-01-09,3,156,Closed,0,1,6,3,4,4,16,1688.28,227,8,0,5,9,3,2,2,1
2021-01-17,3,157,Interaction,0,0,8,1,4,3,41,1915.34,0,2,2,0,4,1,0,2,2
